A wojel tu'ux u taal	Ma' a wojel tu'ux u taali'	TYPE:NEG;SUBTYPE:DEC
Yaan wáaj a bine'ex ich kool	Yaan wáaj u bin ich kool	PERSON:3_SI
Yaan wáaj a bine'ex ich kool	Yaan wáaj u bino'ob ich kool	PERSON:3_PL
Yaan wáaj a bine'ex ich kool	Yaan wáaj ek bin ich kool	PERSON:1_PL
Yaan wáaj ek bin ich kool	Yaan wáaj a bin ich kool	PERSON:2_SI
Yaan wáaj ek bin ich kool	Yaan wáaj u bin ich kool	PERSON:3_SI
Yaan wáaj ek bin ich kool	Yaan wáaj u bino'ob ich kool	PERSON:3_PL
Yaan wáaj ek bin ich kool	Yaan wáaj a bine'ex ich kool	PERSON:2_PL
Yaan wáaj a bin koonol merkaado	Yaan wáaj u bin koonol merkaado	PERSON:3_SI
Yaan wáaj a bin koonol merkaado	Yaan wáaj u bino'ob koonol merkaado	PERSON:3_PL
Yaan wáaj a bin koonol merkaado	Yaan wáaj a bine'ex koonol merkaado	PERSON:2_PL
Yaan wáaj a bin koonol merkaado	Yaan wáaj k bin koonol merkaado	PERSON:1_PL
Yaan wáaj u bin koonol merkaado	Yaan wáaj a bin koonol merkaado	PERSON:2_SI
Yaan wáaj u bin koonol merkaado	Yaan wáaj u bino'ob koonol merkaado	PERSON:3_PL
Yaan wáaj u bin koonol merkaado	Yaan wáaj a bine'ex koonol merkaado	PERSON:2_PL
Yaan wáaj u bin koonol merkaado	Yaan wáaj k bin koonol merkaado	PERSON:1_PL
Yaan wáaj u bino'ob koonol merkaado	Yaan wáaj a bin koonol merkaado	PERSON:2_SI
Yaan wáaj u bino'ob koonol merkaado	Yaan wáaj u bin koonol merkaado	PERSON:3_SI
Yaan wáaj u bino'ob koonol merkaado	Yaan wáaj a bine'ex koonol merkaado	PERSON:2_PL
Yaan wáaj u bino'ob koonol merkaado	Yaan wáaj k bin koonol merkaado	PERSON:1_PL
Yaan wáaj a bine'ex koonol merkaado	Yaan wáaj a bin koonol merkaado	PERSON:2_SI
Yaan wáaj a bine'ex koonol merkaado	Yaan wáaj u bin koonol merkaado	PERSON:3_SI
Yaan wáaj a bine'ex koonol merkaado	Yaan wáaj u bino'ob koonol merkaado	PERSON:3_PL
Yaan wáaj a bine'ex koonol merkaado	Yaan wáaj k bin koonol merkaado	PERSON:1_PL
Yaan wáaj k bin koonol merkaado	Yaan wáaj a bin koonol merkaado	PERSON:2_SI
Yaan wáaj k bin koonol merkaado	Yaan wáaj u bin koonol merkaado	PERSON:3_SI
Yaan wáaj k bin koonol merkaado	Yaan wáaj u bino'ob koonol merkaado	PERSON:3_PL
Yaan wáaj k bin koonol merkaado	Yaan wáaj a bine'ex koonol merkaado	PERSON:2_PL
Yaan wáaj a bin koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj a bin koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj a bin koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj a bin koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj a bin koonol tu k'íiwikil koonol	Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Yaan wáaj a bin koonol tu k'íiwikil koonol	Yaan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Yaan wáaj u bin koonol tu k'íiwikil koonol	Yaan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	Yaan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	Yaan wáaj a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	Yaan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Yaan wáaj k bin koonol tu k'íiwikil koonol	Yaan wáaj a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Yaan wáaj k bin koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj k bin koonol tu k'íiwikil koonol	Yaan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Yaan wáaj k bin koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj k bin koonol tu k'íiwikil koonol	Yaan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj k bin koonol tu k'íiwikil koonol	Yaan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
K'a'abéet wáaj in jóok'ol koonol tu k'íiwikil koonol	Kin jóok'ol wáaj koonol tu k'íiwikil koonol	ASPECT:HAB;TENSE:PRE_SIM
K'a'abéet wáaj in jóok'ol koonol tu k'íiwikil koonol	Suuk wáaj in jóok'ol koonol tu k'íiwikil koonol	ASPECT:CUS;TENSE:PRE_SIM
Kin jóok'ol wáaj koonol tu k'íiwikil koonol	Suuk wáaj in jóok'ol koonol tu k'íiwikil koonol	ASPECT:CUS;TENSE:PRE_SIM
Suuk wáaj in jóok'ol koonol tu k'íiwikil koonol	Kin jóok'ol wáaj koonol tu k'íiwikil koonol	ASPECT:HAB;TENSE:PRE_SIM
K'aaynajech tu naajil xook	k'aaynajo'ob tu naajil xook	PERSON:3_PL
K'aaynajech tu naajil xook	k'aaynaje'ex tu naajil xook	PERSON:2_PL
k'aaynajo'ob tu naajil xook	K'aaynajech tu naajil xook	PERSON:2_SI
k'aaynajo'ob tu naajil xook	k'aaynaje'ex tu naajil xook	PERSON:2_PL
k'aaynaje'ex tu naajil xook	K'aaynajech tu naajil xook	PERSON:2_SI
k'aaynaje'ex tu naajil xook	k'aaynajo'ob tu naajil xook	PERSON:3_PL
ka ts'íib tu naajil xook	ka ts'íibe'ex tu naajil xook	PERSON:2_PL
ka ts'íib tu naajil xook	ku ts'íibo'ob tu naajil xook	PERSON:3_PL
ka ts'íibe'ex tu naajil xook	ka ts'íib tu naajil xook	PERSON:2_SI
ka ts'íibe'ex tu naajil xook	ku ts'íibo'ob tu naajil xook	PERSON:3_PL
ku ts'íibo'ob tu naajil xook	ka ts'íib tu naajil xook	PERSON:2_SI
ku ts'íibo'ob tu naajil xook	ka ts'íibe'ex tu naajil xook	PERSON:2_PL
óok'otnajech tu naajil xook	óok'otnajo'on tu naajil xook	PERSON:1_PL
óok'otnajech tu naajil xook	óok'otnaje'ex tu naajil xook	PERSON:3_PL
óok'otnajo'on tu naajil xook	óok'otnajech tu naajil xook	PERSON:2_SI
óok'otnajo'on tu naajil xook	óok'otnaje'ex tu naajil xook	PERSON:3_PL
óok'otnaje'ex tu naajil xook	óok'otnajech tu naajil xook	PERSON:2_SI
óok'otnaje'ex tu naajil xook	óok'otnajo'on tu naajil xook	PERSON:1_PL
