Source	Target	Change
Táan ek kaxtik a wotoch	Táan u kaaxtik a wotoch	PERSON:3_SI
Ma' táan a bin koonol merkaadoi'	Ma' táan a bine'ex koonol merkaadoi'	PERSON:2_PL
To'one' áak'ab wáaj kek bin merkaado	Te'exe' áak'ab wáaj ka bine'ex merkaado	PERSON:2_PL
Kin bin koonol tu k'íiwikil koonol	Taak in bin koonol tu k'íiwikil koonol	ASPECT:DES
Yaan u xook tu naajil xook	Yaan u xooko'ob tu naajil xook	PERSON:3_PL
Ma' ts'oka'an a beeli'	Ma' ts'oka'an a beeli'	NOCHANGE
Yaan a xook tu naajil xook	Yaan u xooko'ob tu naajil xook	PERSON:3_PL
Je'el in manik ya'abach ba'alob tu k'íiwikil koonole'	Taak in manik ya'abach ba'alo'ob tu k'íiwikil koonol	ASPECT:DES
Táan wáaj ek bin ich kool	Táan wáaj u bin ich kool	PERSON:2_SI
Ma' tin manaj u k'áaxil uti'al in kooli'	Ma' tin manaj u k'áaxil uti'al in kooli'	NOCHANGE
Táan wáaj k bin koonol merkaado	Táan wáaj a bine'ex koonol merkaado	PERSON:2_PL
Ma' k'aja'anto'on buka'aj k ja'abili'	Ma' k'aja'anti'ob buka'aj u ja'abilo'obi'	PERSON:3_PL
Táan wáaj u boono'ob tu naajil xook	Táan wáaj k boon tu naajil xook	PERSON:1_PL
Tu'ux k'íiwikil koonol yaan a jóok'ol koonol	Tu'ux k'íiwikil koonol suuk a jóok'ol koonol	ASPECT:CUS
Ma' táan u bin ich kooli'	Ma' táan u bin ich kooli'	NOCHANGE
Táan u bin koonol merkaado	Táan u bin koonol merkaado	NOCHANGE
Táan a bin koonol merkaado	Táan k bin koonol merkaado	PERSON:1_PL
Tu'ux k'íiwikil koonol yaan a jóok'ol koonol	Tu'ux k'íiwikil koonol k'a'abéet a jóok'ol koonol	ASPECT:OBL
Jweeno'ob ich kool	Jweene'ex ich kool	PERSON:2_PL
Tu'ux kajakbal	Tu'ux kajakbalo'ob	PERSON:3_PL
Te'exe' yaante'ex u áanalte'il u xookil matemáticas	Te'exe' yaante'ex u áanalte'il u xookil matemáticas	NOCHANGE
Yaan in suut koonol merkaado	Ts'o'ok in suut koonol merkaado	ASPECT:TER;TENSE:PAS_SIM
Tu'ux kajakbal	Tu'ux kajakbalech	PERSON:2_SI
Táan a bine'ex koonol merkaado	Táan k bin koonol merkaado	PERSON:1_PL
Ma' táan wáaj  a bin tu k'íiwikil koonol	Ma' táan wáaj  a bin tu k'íiwikil koonol	NOCHANGE
Ma' jach k'a'abéet wáaj u bin tu k'íiwikil koonoli'	Ma' jach k'a'abéet wáaj u bin tu k'íiwikil koonoli'	NOCHANGE
Tu yilo'ob wáaj u sáastal tu kaajalo'ob	Ta wile'ex wáaj u sáastal ta kaajale'ex	PERSON:2_PL
Teche' Yaan tech u áanalte'il a xook matemáticas	Leti'e' yaan u áanalte'il u xook matemáticas	PERSON:3_SI
Leti'e' ku bin páak ich kool	Leti'e' ku bin páak ich kool	NOCHANGE
Ma' jach k'a'abéet wáaj u bino'ob tu k'íiwikil koonoli'	Ma' jach k'a'abéet wáaj a bine'ex k'íiwikil koonoli'	PERSON:2_PL
Tu'ux k'íiwikil koonol taak a jóok'ol koonol	Tu'ux k'íiwikil koonol káaj a jóok'ol koonol	ASPECT:BEG;TENSE:PAS_SIM
Táan a boone'ex xook tu naajil xook	Táan u boono'ob tu naajil xook	PERSON:3_PL
Ta'aytak k chukik u ja'abil	Ta'aytak k chukik u ja'abil	NOCHANGE
Yaan wáaj a xooke'ex xook tu naajil xook	Yaan wáaj k xook tu naajil xook	PERSON:1_PL
Tan a k'íilkab	Tan a k'íilkab	NOCHANGE
jayp'éel k'iino'ob ku bino'ob tu k'íiwikil koonol	Jayp'éel k'iino'ob ku bin tu k'íiwikil koonol	PERSON:3_SI
Táan a suute'ex xook tu naajil xook	Táan u suuto'ob tu naajil xook	PERSON:3_PL
Ma' taak in bin maan tu k'íiwikil koonoli'	Ma' suuk in bin maan tu k'íiwikil koonoli'	ASPECT:CUS
Ma' tak ilaj u sáastal k kaajali'	Ma' ta wilaj u sáastal ta kaajali'	PERSON:2_SI
Ma' a wa'alike'ex u k'aaba'	Ma' u ya'alik u k'aaba'	PERSON:3_SI
To'one' k k'aaba'e'	Leti'obe' u k'aaba'obe'	ASPECT:HAB;PERSON:3_PL
Jweene'ex merkaado	Jweeno'ob merkaado	PERSON:3_PL
Jach k'a'abéet wáaj a bine'ex tu k'íiwikil koonol	Jach wáaj k'a'abéet in bin k'íiwikil koonol	PERSON:1_SI
Táan a bin ich kool	Táan a bin ich kool	NOCHANGE
Táan k bin koonol tu k'íiwikil koonol	Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Ook'in a bine'ex k'íiwikil koonol	Ook'in a bine'ex k'íiwikil koonol	NOCHANGE
Te'exe' ti' a taale'exi'	Leti'obe' ti' u taalo'obi'	PERSON:3_PL
Leti'e' ma' jbúul wáaj	To'one' ma' jbúulo'on wáaj	PERSON:1_PL
Ma' táan a bine'ex koonol tu k'íiwikil koonol	Ma' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan wáaj in k'aay te' paarkéeo'	Yaan wáaj in k'aay te' paarkéeo'	NOCHANGE
Táan wáaj k boon tu naajil xook	Táan wáaj k boon tu naajil xook	NOCHANGE
Ka'abeje' yaan a bin koonol merkaado	Ka'abeje' yaan a bine'ex koonol merkaado	PERSON:2_PL
Teche' áak'ab wáaj ka bin tu k'íiwikil koonol	To'one' áak'ab wáaj k bin tu k'íiwikil koonol	PERSON:1_PL
Ma' tu yu'ubik wáaj ooxoli'	Ma' ta wu'uyike'ex wáaj ooxoli'	PERSON:2_PL
Ma' jach k'a'abéet wáaj u bin tu k'íiwikil koonoli'	Ma' jach k'a'abéet wáaj u bino'ob tu k'íiwikil koonoli'	PERSON:3_PL
Ma' kajakbalo'ob tin wotochi'	Ma' kajakbalo'ob tin wotochi'	NOCHANGE
Te'exe' bine'ex áalkab te' taam paarkéeo'	Te'exe' bine'ex áalkab te' taam paarkéeo'	NOCHANGE
To'one' in k'aaba'one'	Te'exe' a k'aaba'exe'	ASPECT:HAB;PERSON:2_PL
Táan u báaxalo'ob tu naajil báaxal	Táan k báaxal tu naajil báaxal	PERSON:1_PL
Jayp'éel k'iino'ob ka bine'ex tu k'íiwikil koonol	Jayp'éel k'iino'ob ka bine'ex tu k'íiwikil koonol	NOCHANGE
Mix to'on kajakbalo'on ta wotoch	Ma' kajakbale'ex tin wotochi'	PERSON:2_PL
Ka'abeje' yaan u bino'ob koonol merkaado	Ka'abeje' yaan u bino'ob koonol merkaado	NOCHANGE
Ook'in u bino'ob tu koolo'ob	Ook'in a bin ich kool	PERSON:2_SI
Jach wáaj k'a'abéet a bine'ex merkaado	Jach wáaj k'a'abéet a bine'ex merkaado	NOCHANGE
Ma' wáaj tu bino'ob merkaado	Ma' wáaj tu bin merkaado	PERSON:2_PL
Ma' ta wile'ex u sáastal ta kaajale'exi'	Ma' tu yilo'ob u sáastal tu kaajalo'obi'	PERSON:3_PL
Ts'oka'an wáaj u beel	Ts'oka'an wáaj u beelo'ob	PERSON:3_PL
Leti'e' áak'ab ku bin merkaado	Leti'e' áak'ab ku bin merkaado	NOCHANGE
Tin wa'alaj ka'ap'éel in k'aaba'	Tin wa'alaj ka'ap'éel in k'aaba'	NOCHANGE
To'one' bino'on áalkab te' taam paarkéeo'	Leti'o'obe' bino'ob áalkab te' taam paarkéeo'	PERSON:3_PL
Táan ek kaxtik a wotoch	Táan u kaxtiko'ob a wotoch	PERSON:3_PL
Yaan a xooke'ex xook tu naajil xook	Yaan u xooko'ob tu naajil xook	PERSON:3_PL
Ka'abeje' yaan a bin koonol merkaado	Ka'abeje' yaan u bino'ob koonol merkaado	PERSON:3_PL
ku ts'íibo'ob tu naajil xook	ka ts'íib tu naajil xook	PERSON:2_SI
Yaan wáaj a manik a najil	Yaan wáaj a manik a najil	NOCHANGE
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Ma' k'aja'anti' buka'aj u ja'abili'	Ma' k'aja'ante'ex buka'aj a ja'abile'exi'	PERSON:2_PL
Leti'e' áak'ab wáaj ku bin tu k'íiwikil koonol	Leti'e' áak'ab wáaj ku bin tu k'íiwikil koonol	NOCHANGE
Leti'obe' jbino'ob yéetel u éetailo'ob tu k'íiwikil koonol	Jbinech yéetel a éetailo'ob tu k'íiwikil koonol	PERSON:2_SI
Yaan wáaj a xooke'ex xook tu naajil xook	Yaan wáaj u xooko'ob tu naajil xook	PERSON:3_PL
Yaan u suuto'ob tu naajil xook	Yaan u suuto'ob tu naajil xook	NOCHANGE
Yaan k boon tu naajil xook	Yaan a boone'ex xook tu naajil xook	PERSON:2_PL
K'a'abéet in suut koonol merkaado	Yaan in suut koonol merkaado	ASPECT:COM
Taak in manik ya'abach ba'alo'ob tu k'íiwikil koonol	Suuk in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:CUS
Te'exe' ajkoonole'ex	To'one' ajkoonolo'on	PERSON:1_PL
To'one' ti' kajakbalo'on tu yotoche'	Te'exe' ti' kajakbale'ex tu yotoche'	PERSON:2_PL
Jach wáaj k'a'abéet a bin k'íiwikil koonol	Jach wáaj k'a'abéet a bin k'íiwikil koonol	NOCHANGE
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Táan a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Tan k kaxtik a najil	Tu kaxtik a najil	PERSON:3_SI
Táan wáaj a bine'ex koonol tu k'íiwikil koonol	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Tu'ux kajakbalech	Tu'ux kajakbale'ex	PERSON:2_PL
Jach k'a'abéet a bin tu k'íiwikil koonol	Jach k'a'abéet a bin tu k'íiwikil koonol	NOCHANGE
Yaan k suut tu naajil xook	Yaan a suute'ex xook tu naajil xook	PERSON:2_PL
Táan u boon tu naajil xook	Táan a boon tu naajil xook	PERSON:2_SI
Te'exe' ka wu'uyike'ex wáaj ooxol	ku yu'ubik wáaj ooxol	PERSON:3_SI
Mix teech kajakbalech ta wotoch	Mix teech kajakbalech ta wotoch	NOCHANGE
Táan wáaj u bino'ob ich kool	Táan wáaj u bin ich kool	PERSON:2_SI
K'a'abéet in suut koonol merkaado	Káaj in suut koonol merkaado	ASPECT:BEG;TENSE:PAS_SIM
Yaan u báaxalo'ob tu naajil báaxal	Yaan u báaxalo'ob tu naajil báaxal	NOCHANGE
Ts'oka'an wáaj k beel	Ts'oka'an wáaj u beel	PERSON:3_SI
To'one' kek bin xíimbal ta wotoch	To'one' kek bin xíimbal ta wotoch	NOCHANGE
Ma' k'aja'anti'ob buka'aj u ja'abilo'obi'	Ma' k'aja'anto'on buka'aj k ja'abili'	PERSON:1_PL
Ka'abeje' yaan a bine'ex koonol	Ka'abeje' yaan u bino'ob koonol	PERSON:3_PL
Yaan wáaj a bin ich kool	Yaan wáaj ek bin ich kool	PERSON:1_PL
ka ts'íibe'ex tu naajil xook	ku ts'íibo'ob tu naajil xook	PERSON:3_PL
Jweenech ich kool	Jweeno'ob ich kool	PERSON:3_PL
Tan k k'íilkab	Tan a k'íilkabe'ex	PERSON:2_PL
Máax yéetel k'a'abéet a bin koonol tu kúuchil báaxal	Máax yéetel suuk a bin koonol tu kúuchil báaxal	SUBTYPE:DEC;ASPECT:CUS
Teche' ajkoonolech	To'one' ajkoonolo'on	PERSON:1_PL
Máax yéetel suuk a bin koonol tu kúuchil báaxal	Máax yéetel taak a bin koonol tu kúuchil báaxal	SUBTYPE:DEC;ASPECT:DES
Te'exe' ma' jbúule'exi'	To'one' ma' jbúulo'oni'	PERSON:1_PL
Leti'e' áak'ab wáaj ku bin tu k'íiwikil koonol	Leti'e' ma' áak'ab wáaj ku bin tu k'íiwikil koonoli'	TYPE:NEG;SUBTYPE:INT;PERSON:2_SI
Te' a taal tu kaajil Kopomae'	Te' k taal tu kaajil Kopomae'	PERSON:1_PL
Táan u kaxtiko'ob a naajil	Táan u kaxtik a najil	PERSON:3_SI
Teche' áak'ab ka bin merkaado	Leti'e' áak'ab ku bin merkaado	PERSON:3_SI
Táan in suut koonol merkaado	Táan in suut koonol merkaado	NOCHANGE
Ma' táan a bine'ex koonol tu k'íiwikil koonol	Ma' táan a bine'ex koonol tu k'íiwikil koonol	NOCHANGE
Ma' tan u k'íilkabi'	Ma' tan a k'íilkabi'	PERSON:2_SI
A wojel wáaj tu'ux u taal	A wojel wáaj tu'ux u taal	NOCHANGE
Yaan wáaj a bine'ex koonol merkaado	Yaan wáaj k bin koonol merkaado	PERSON:1_PL
Teche' ti' a taali'	Te'exe' ti' a taale'exi'	PERSON:2_PL
Yaan ti' te'ex 17 ja'abo'ob	Yaan ti' te'ex 17 ja'abo'ob	NOCHANGE
Leti'obe' jbino'ob yéetel u éetailo'ob tu k'íiwikil koonol	Te'exe' jbine'ex yéetel a éetailo'ob tu k'íiwikil koonol	PERSON:2_PL
Tu'ux k'íiwikil koonol taak a jóok'ol koonol	Tu'ux k'íiwikil koonol taak a jóok'ol koonol	NOCHANGE
Leti'e' ajkoonol	To'one' ajkoonolo'on	PERSON:1_PL
To'one' áak'ab k bin tu k'íiwikil koonol	Teche' áak'ab ka bin tu k'íiwikil koonol	PERSON:2_SI
Te' k taal tu kaajil Kopomae'	Te' k taal tu kaajil Kopomae'	NOCHANGE
Táan ek kaxtik a najil	Tu kaxtik a najil	PERSON:3_SI
Leti'e' ku bin paak'áal ich kool	To'one' kek bin paak'áal ich kool	PERSON:1_PL
J-jaano'on merkaado	J-jaane'ex merkaado	PERSON:2_PL
Ts'oka'an wáaj a beele'ex	Ts'oka'an wáaj a beel	PERSON:2_SI
Yaan a jochik chak nal ta kool	Yaan ek jochik chak nal tek kool	PERSON:1_PL
Te'exe' áak'ab wáaj ka bine'ex merkaado	To'one' áak'ab wáaj kek bin merkaado	PERSON:1_PL
Táan a boon tu naajil xook	Táan k boon tu naajil xook	PERSON:1_PL
Tu kaxtik a najil	Táan ek kaxtik a najil	PERSON:1_PL
Leti'e' yaan xook ti' español	To'onen yaanto'on xook ti' español	PERSON:1_PL
Leti'o'obe' bino'ob áalkab te' taam paarkéeo'	Te'exe' bine'ex áalkab te' taam paarkéeo'	PERSON:2_PL
Ma' táan u bino'ob ich kooli'	Ma' táan ek bin ich kooli'	PERSON:1_PL
Ba'atelnajech te' tu kúuchil báaxalo'	Ba'atelnajo'ob te' tu kúuchil báaxalo'	PERSON:3_PL
Tu'ux k'íiwikil koonol k'a'abéet a jóok'ol koonol	Tu'ux k'íiwikil koonol káaj a jóok'ol koonol	ASPECT:BEG;TENSE:PAS_SIM
Káaj in manik ya'abach ba'alob tu k'íiwikil koonol	Káaj in manik ya'abach ba'alob tu k'íiwikil koonol	NOCHANGE
Táan wáaj a xook tu naajil xook	Táan wáaj a xook tu naajil xook	NOCHANGE
Ma' k'aja'antech buka'aj a ja'abili'	Ma' k'aja'antech buka'aj a ja'abili'	NOCHANGE
Táant in manik ya'abach ba'alo'ob tu k'íiwikil koonole'	Táant in manik ya'abach ba'alo'ob tu k'íiwikil koonole'	NOCHANGE
Ma' tek u'uyik wáaj ooxoli'	Ma' tu yu'ubik wáaj ooxoli'	PERSON:3_SI
Teche' ti' kajakbalech tu yotoche'	Teche' ti' kajakbalech tu yotoche'	NOCHANGE
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Táan u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Ma' wáaj jach k'a'abéet in bin merkaadoi'	Ma' wáaj jach k'a'abéet in bin merkaadoi'	NOCHANGE
Ka'abeje' yaan a bine'ex koonol merkaado	Ka'abeje' yaan u bino'ob koonol merkaado	PERSON:3_PL
Leti'obe' ts'oka'an wáaj u beelo'ob	Leti'e' ts'oka'an wáaj u beel	PERSON:3_SI
Te'exe' ka taale'ex paak'áal ich kool	Te'exe' ka taale'ex paak'áal ich kool	NOCHANGE
Yaan u báaxal tu naajil báaxal	Yaan a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Suuk in suut koonol merkaado	K'a'abéet in suut koonol merkaado	ASPECT:OBL
Bajux ta bo'otaj ka ts'íibta'abech naajil xook	Bajux ta bo'otaj ka ts'íibta'abech naajil xook	NOCHANGE
ka ts'íib tu naajil xook	ka ts'íib tu naajil xook	NOCHANGE
Sáansamal ka bin merkaado	Sáansamal ku bin merkaado	PERSON:3_SI
Teche' áak'ab ka bin merkaado	Teche' áak'ab ka bin merkaado	NOCHANGE
Jbino'ob yéetel u éetailo'ob merkaado	Jbinech yéetel a éetailo'ob merkaado	PERSON:2_SI
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Máax yéetel taak a bin koonol tu kúuchil báaxal	Máax yéetel suuk a bin koonol tu kúuchil báaxal	SUBTYPE:DEC;ASPECT:CUS
To'one' k k'aaba'e'	Teche' a k'aaba'e'	ASPECT:HAB;PERSON:2_SI
Táant in manik ch'ujuk pak'áal tu k'íiwikil koonole'	Ts'o'ok in manik janal tu k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
Yaan wáaj u báaxal tu naajil báaxal	Yaan wáaj u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Yaan a jochik chak nal ta kool	Yaan a jochik chak nal ta kool	NOCHANGE
Ma' tan k k'íilkabi'	Ma' tan a k'íilkabe'exi'	PERSON:2_PL
Táan u bino'ob ich kool	Táan u bino'ob ich kool	NOCHANGE
Táan in míistik a wotoch	Táan in míistik a wotoch	NOCHANGE
Táan u suut tu naajil xook	Táan a suute'ex xook tu naajil xook	PERSON:2_PL
Yaan u boon tu naajil xook	Yaan a boon tu naajil xook	PERSON:2_SI
Ma' jach k'a'abéet u bino'ob tu k'íiwikil koonoli'	Ma' jach k'a'abéet a bine'ex k'íiwikil koonoli'	PERSON:2_PL
Leti'obe' ma' ts'oka'an u beelo'obi'	Leti'obe' ma' ts'oka'an u beelo'obi'	NOCHANGE
Ook'in u bino'ob merkaado	Ook'in u bino'ob merkaado	NOCHANGE
Táan wáaj u bino'ob koonol merkaado	Táan wáaj u bino'ob koonol merkaado	NOCHANGE
To'one' k u'uyik wáaj ooxol	Te'exe' ka wu'uyike'ex wáaj ooxol	PERSON:2_PL
J-jaane'ex merkaado	J-jaane'ex merkaado	NOCHANGE
Tu núukaj buka'aj u ja'abil	Tu núukaj buka'aj u ja'abilo'ob	PERSON:3_PL
Ma' jach k'a'abéet a bine'ex k'íiwikil koonoli'	Ma' jach k'a'abéet u bino'ob tu k'íiwikil koonoli'	PERSON:3_PL
Teche' ka bin xíimbal tu najil	Teche' ka bin xíimbal tu najil	NOCHANGE
Táan k báaxal tu naajil báaxal	Táan k báaxal tu naajil báaxal	NOCHANGE
Ma' ta wu'uyike'ex wáaj ooxoli'	Ma' tu yu'ubiko'ob wáaj ooxoli'	PERSON:3_PL
óok'otnaje'ex tu naajil xook	óok'otnajech tu naajil xook	PERSON:2_SI
Táan u boon tu naajil xook	Táan u boono'ob tu naajil xook	PERSON:3_PL
Ma' ta wu'uyike'ex wáaj ooxoli'	Ma' ta wu'uyike'ex wáaj ooxoli'	NOCHANGE
Táan a míistik in najil	Táan a míistik in najil	NOCHANGE
Máax yéetel suuk a bin koonol tu kúuchil báaxal	Máax yéetel k'a'abéet a bin koonol tu kúuchil báaxal	SUBTYPE:DEC;ASPECT:OBL
Yaan ek jochik chak nal tek kool	Yaan u jochiko'ob chak nal tu koolo'ob	PERSON:3_PL
Ma' tan a k'íilkabe'exi'	Ma' tan k k'íilkabi'	PERSON:1_PL
Táan wáaj u bin koonol tu k'íiwikil koonol	Táan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Táan wáaj u báaxal tu naajil báaxal	Táan wáaj u báaxal tu naajil báaxal	NOCHANGE
Te'exe' yaante'ex meyaj biología	Teche' Yaan tech meyaj biología	PERSON:2_SI
Ma' tu yilo'ob u sáastal tu kaajalo'obi'	Ma' tu yilo'ob u sáastal tu kaajalo'obi'	NOCHANGE
Kin manik ya'abach ba'alob tu k'íiwikil koonol	Kin manik ya'abach ba'alob tu k'íiwikil koonol	NOCHANGE
Jach wáaj k'a'abéet u bin merkaado	Jach wáaj k'a'abéet u bino'ob merkaado	PERSON:3_PL
Ma' jach k'a'abéet wáaj u bino'ob tu k'íiwikil koonoli'	Ma' jach k'a'abéet wáaj u bino'ob tu k'íiwikil koonoli'	NOCHANGE
Tu'ux kajakbalo'on	Tu'ux kajakbale'ex	PERSON:2_PL
Ma' tin wilike'ex tu k'íiwikil koonol	Ma' tin wiliko'ob tu k'íiwikil koonol	PERSON:1_SI
Te'exe' a k'aaba'exe'	Leti'obe' u k'aaba'obe'	ASPECT:HAB;PERSON:3_PL
Yaan u xook tu naajil xook	Yaan u xook tu naajil xook	NOCHANGE
Táan in meyaj tin wotoch	Táan in meyaj tin wotoch	NOCHANGE
Ma' k a'alik u k'aaba'	Ma' k a'alik u k'aaba'	NOCHANGE
Ma' ts'oka'an u beelo'obi'	Ma' ts'oka'an u beeli'	PERSON:3_SI
Tu'ux k'íiwikil koonol suuk a jóok'ol koonol	Tu'ux k'íiwikil koonol k'a'abéet a jóok'ol koonol	ASPECT:OBL
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Jach k'a'abéet a bin merkaado	Jach k'a'abéet a bin merkaado	NOCHANGE
To'one' k jatsmajekbáaj	To'one' k jatsmajekbáaj	NOCHANGE
Leti'e' ma' jbúuli'	Te'exe' ma' jbúule'exi'	PERSON:2_PL
Yaan wáaj u bin koonol merkaado	Yaan wáaj a bin koonol merkaado	PERSON:2_SI
Leti'e' ma' táan u bin koonol tu k'íiwikil koonol	Ma' táan a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Ma' táan a bin koonol tu k'íiwikil koonol	Ma' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Je'el in manik ya'abach ba'alob tu k'íiwikil koonole'	Táant in manik ya'abach ba'alo'ob tu k'íiwikil koonole'	ASPECT:IMM;TENSE:PAS_SIM
Yaan wáaj a bin koonol tu k'íiwikil koonol	Yaan wáaj a bin koonol tu k'íiwikil koonol	NOCHANGE
Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	Táan a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Taak in bin koonol tu k'íiwikil koonol	k'a'abéet in bin koonol tu k'íiwikil koonol	ASPECT:OBL
Jbinech yéetel a éetailo'ob merkaado	Jbino'ob yéetel u éetailo'ob merkaado	PERSON:3_PL
Leti'e' ma' táan u bin koonol tu k'íiwikil koonol	Ma' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Ma' tin wiliko'ob tu k'íiwikil koonol	Ma' tin wiliko'ob tu k'íiwikil koonol	NOCHANGE
K'a'abéet in wilikech te' tu kúuchil báaxalo'	Suuk in wilikech te' tu kúuchil báaxalo'	ASPECT:CUS
Yaan wáaj k xook tu naajil xook	Yaan wáaj u xook tu naajil xook	PERSON:3_SI
Ma' tu yu'ubiko'ob ooxoli'	Ma' ta wu'uyik ooxoli'	PERSON:2_SI
Táan a bin koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Yaan a xook tu naajil xook	Yaan a xook tu naajil xook	NOCHANGE
Táan wáaj u xook tu naajil xook	Táan wáaj u xook tu naajil xook	NOCHANGE
Táan k xook tu naajil xook	Táan a xooke'ex xook tu naajil xook	PERSON:2_PL
Jbine'ex yéetel a éetailo'ob merkaado	Jbine'ex yéetel a éetailo'ob merkaado	NOCHANGE
Yaan u suuto'ob tu naajil xook	Yaan u suut tu naajil xook	PERSON:3_SI
Taak in wilikech te' tu kúuchil báaxalo'	Taak in wilikech te' tu kúuchil báaxalo'	NOCHANGE
Ma' tu yilaj u sáastal tu kaajali'	Ma' ta wilaj u sáastal ta kaajali'	PERSON:2_SI
Te'exe' ajkoonole'ex ichil merkaado	Teche' ajkoonolech ichil merkaado	PERSON:2_SI
K'a'abéet in wilikech te' tu kúuchil báaxalo'	K'a'abéet in wilikech te' tu kúuchil báaxalo'	NOCHANGE
Táan ek kaxtik a najil	Táan u kaxtik a najil	PERSON:3_SI
Te'exe' yaante'ex u áanalte'il u xookil matemáticas	Teche' Yaan tech u áanalte'il a xook matemáticas	PERSON:2_SI
Táan wáaj u bino'ob koonol tu k'íiwikil koonol	Táan wáaj k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Táan wáaj u xooko'ob tu naajil xook	Táan wáaj u xooko'ob tu naajil xook	NOCHANGE
Tin núukaj buka'aj in ja'abil	Tin núukaj buka'aj in ja'abil	NOCHANGE
ma' ma'alob jk'a'amiken naajil xooki'	ma' ma'alob jk'a'amiken naajil xooki'	NOCHANGE
To'one' ma' jbúulo'on wáaj	Leti'e' ma' jbúul wáaj	PERSON:3_SI
Ma' tan a k'íilkabi'	Ma' tan a k'íilkabe'exi'	PERSON:2_PL
Jach k'a'abéet u bin merkaado	Jach k'a'abéet u bino'ob merkaado	PERSON:3_PL
Te'exe' a jatsmajaba'ex	Teche' a jatsmajabáaj	PERSON:2_SI
To'one' k k'aaba'e'	Te'exe' a k'aaba'exe'	ASPECT:HAB;PERSON:2_PL
Ma' kajakbalech tin wotochi'	Ma' kajakbal tin wotochi'	PERSON:3_SI
Teche' ka báaxal tu naajil xook	to'one' k báaxal tu naajil xook	PERSON:1_PL
Leti'e' ajkoonol ichil merkaado	Te'exe' ajkoonole'ex ichil merkaado	PERSON:2_PL
Ma' ts'oka'an u beeli'	Ma' ts'oka'an u beelo'obi'	PERSON:3_PL
Ma' tan u k'íilkabi'	Ma' tan u k'íilkabo'obi'	PERSON:3_PL
Ma' táan u bin koonol merkaadoi'	Ma' táan a bine'ex koonol merkaadoi'	PERSON:2_PL
Leti'e' ma' táan u bin koonol tu k'íiwikil koonol	Ma' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
K'a'abéet in manik ya'abach ba'alob tu k'íiwikil koonol	Ts'o'ok in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
Tin manaj in wotoch	Tin manaj in wotoch	NOCHANGE
Jweene'ex ich kool	Jweenech ich kool	PERSON:2_SI
Te'exe' ma' jbúule'ex wáaj	To'one' ma' jbúulo'on wáaj	PERSON:1_PL
Ma' a wojele'ex u ja'abili'	Ma' k ojel u ja'abili'	PERSON:1_PL
óok'otnajen tu naajil xook	óok'otnajen tu naajil xook	NOCHANGE
J-jaane'ex merkaado	J-jaano'on merkaado	PERSON:1_PL
Te'exe' ajkoonole'ex ichil merkaado	Te'exe' ajkoonole'ex ichil merkaado	NOCHANGE
óok'otnajech tu naajil xook	óok'otnaje'ex tu naajil xook	PERSON:3_PL
Yaan wáaj u bin ich kool	Yaan wáaj u bin ich kool	NOCHANGE
Teche' áak'ab ka bin tu k'íiwikil koonol	Te'exe' áak'ab ka bine'ex tu k'íiwikil koonol	PERSON:2_PL
Leti'obe' u jatsmajuba'ob	Teche' a jatsmajabáaj	PERSON:2_SI
Leti'obe' ts'oka'an wáaj u beelo'ob	Teche' ts'oka'an wáaj a beel	PERSON:2_SI
Suuk in wilikech te' tu kúuchil báaxalo'	Táan in wilikech te' tu kúuchil báaxalo'	ASPECT:PRG
J-jaane'ex merkaado	J-jaanech merkaado	PERSON:2_SI
